market_code,game_code,draw_no,draw_date,pool_code,number_1,number_2,number_3,number_4,number_5,number_6,number_7,number_8,number_9,number_10,number_11,number_12,number_13,number_14,number_15,number_16,number_17,number_18,number_19,number_20,special_number,source_reference
TW,TW_LOTTO649,F0022,2024-01-22,main,3,9,14,17,23,49,,,,,,,,,,,,,,,26,Numeris固定測試fixture
TW,TW_LOTTO649,F0023,2024-01-23,main,9,12,36,39,41,47,,,,,,,,,,,,,,,22,Numeris固定測試fixture
TW,TW_LOTTO649,F0024,2024-01-24,main,5,12,15,37,40,49,,,,,,,,,,,,,,,11,Numeris固定測試fixture
TW,TW_LOTTO649,F0025,2024-01-25,main,1,18,19,34,46,49,,,,,,,,,,,,,,,22,Numeris固定測試fixture
TW,TW_LOTTO649,F0026,2024-01-26,main,29,32,33,34,43,46,,,,,,,,,,,,,,,27,Numeris固定測試fixture
TW,TW_LOTTO649,F0027,2024-01-27,main,18,20,22,41,46,49,,,,,,,,,,,,,,,13,Numeris固定測試fixture
TW,TW_LOTTO649,F0028,2024-01-28,main,5,24,26,27,41,44,,,,,,,,,,,,,,,9,Numeris固定測試fixture
TW,TW_LOTTO649,F0029,2024-01-29,main,4,18,24,29,31,32,,,,,,,,,,,,,,,21,Numeris固定測試fixture
TW,TW_LOTTO649,F0030,2024-01-30,main,3,7,20,42,45,46,,,,,,,,,,,,,,,19,Numeris固定測試fixture
TW,TW_LOTTO649,F0031,2024-01-31,main,12,16,32,36,40,44,,,,,,,,,,,,,,,17,Numeris固定測試fixture
TW,TW_LOTTO649,F0032,2024-02-01,main,6,8,13,19,26,27,,,,,,,,,,,,,,,25,Numeris固定測試fixture
TW,TW_LOTTO649,F0033,2024-02-02,main,5,20,22,25,26,40,,,,,,,,,,,,,,,34,Numeris固定測試fixture
TW,TW_LOTTO649,F0034,2024-02-03,main,6,16,25,27,31,34,,,,,,,,,,,,,,,41,Numeris固定測試fixture
TW,TW_LOTTO649,F0035,2024-02-04,main,2,9,16,20,38,42,,,,,,,,,,,,,,,33,Numeris固定測試fixture
TW,TW_LOTTO649,F0036,2024-02-05,main,18,26,28,34,39,46,,,,,,,,,,,,,,,6,Numeris固定測試fixture
TW,TW_LOTTO649,F0037,2024-02-06,main,9,22,25,31,34,46,,,,,,,,,,,,,,,45,Numeris固定測試fixture
TW,TW_LOTTO649,F0038,2024-02-07,main,12,15,16,21,23,36,,,,,,,,,,,,,,,1,Numeris固定測試fixture
TW,TW_LOTTO649,F0039,2024-02-08,main,1,19,20,22,28,39,,,,,,,,,,,,,,,12,Numeris固定測試fixture
TW,TW_LOTTO649,F0040,2024-02-09,main,1,4,9,13,27,28,,,,,,,,,,,,,,,14,Numeris固定測試fixture
TW,TW_LOTTO649,F0041,2024-02-10,main,1,3,4,30,35,46,,,,,,,,,,,,,,,47,Numeris固定測試fixture
TW,TW_LOTTO649,F0042,2024-02-11,main,10,20,24,28,45,48,,,,,,,,,,,,,,,16,Numeris固定測試fixture
TW,TW_LOTTO649,F0043,2024-02-12,main,2,16,25,31,32,34,,,,,,,,,,,,,,,23,Numeris固定測試fixture
TW,TW_LOTTO649,F0044,2024-02-13,main,3,8,16,43,46,49,,,,,,,,,,,,,,,35,Numeris固定測試fixture
TW,TW_LOTTO649,F0045,2024-02-14,main,3,5,7,24,26,32,,,,,,,,,,,,,,,46,Numeris固定測試fixture
TW,TW_LOTTO649,F0046,2024-02-15,main,9,30,35,41,45,46,,,,,,,,,,,,,,,15,Numeris固定測試fixture
TW,TW_LOTTO649,F0047,2024-02-16,main,25,29,36,38,45,46,,,,,,,,,,,,,,,35,Numeris固定測試fixture
TW,TW_LOTTO649,F0048,2024-02-17,main,6,11,15,26,32,47,,,,,,,,,,,,,,,12,Numeris固定測試fixture
TW,TW_LOTTO649,F0049,2024-02-18,main,5,13,19,27,34,36,,,,,,,,,,,,,,,42,Numeris固定測試fixture
TW,TW_LOTTO649,F0050,2024-02-19,main,5,13,20,27,37,40,,,,,,,,,,,,,,,33,Numeris固定測試fixture
TW,TW_LOTTO649,F0051,2024-02-20,main,2,4,12,13,32,43,,,,,,,,,,,,,,,8,Numeris固定測試fixture
TW,TW_LOTTO649,F0052,2024-02-21,main,1,3,7,10,18,41,,,,,,,,,,,,,,,36,Numeris固定測試fixture
TW,TW_LOTTO649,F0053,2024-02-22,main,5,9,15,28,32,47,,,,,,,,,,,,,,,24,Numeris固定測試fixture
TW,TW_LOTTO649,F0054,2024-02-23,main,10,20,21,40,45,47,,,,,,,,,,,,,,,6,Numeris固定測試fixture
TW,TW_LOTTO649,F0055,2024-02-24,main,4,14,20,38,41,46,,,,,,,,,,,,,,,30,Numeris固定測試fixture
TW,TW_LOTTO649,F0056,2024-02-25,main,6,19,22,26,36,46,,,,,,,,,,,,,,,42,Numeris固定測試fixture
TW,TW_LOTTO649,F0057,2024-02-26,main,14,20,30,32,37,41,,,,,,,,,,,,,,,12,Numeris固定測試fixture
TW,TW_LOTTO649,F0058,2024-02-27,main,1,4,13,34,37,45,,,,,,,,,,,,,,,21,Numeris固定測試fixture
TW,TW_LOTTO649,F0059,2024-02-28,main,13,22,23,27,28,29,,,,,,,,,,,,,,,38,Numeris固定測試fixture
TW,TW_LOTTO649,F0060,2024-02-29,main,1,4,9,34,45,47,,,,,,,,,,,,,,,12,Numeris固定測試fixture
TW,TW_PICK3,F0001,2024-01-01,digits,7,0,1,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0002,2024-01-02,digits,1,1,1,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0003,2024-01-03,digits,7,3,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0004,2024-01-04,digits,6,9,8,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0005,2024-01-05,digits,4,1,8,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0006,2024-01-06,digits,5,3,2,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0007,2024-01-07,digits,4,8,4,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0008,2024-01-08,digits,6,7,2,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0009,2024-01-09,digits,4,0,4,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0010,2024-01-10,digits,4,0,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0011,2024-01-11,digits,3,9,6,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0012,2024-01-12,digits,7,6,7,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0013,2024-01-13,digits,0,9,4,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0014,2024-01-14,digits,7,6,7,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0015,2024-01-15,digits,9,5,9,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0016,2024-01-16,digits,3,5,0,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0017,2024-01-17,digits,9,0,8,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0018,2024-01-18,digits,7,5,6,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0019,2024-01-19,digits,7,4,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0020,2024-01-20,digits,2,9,8,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0021,2024-01-21,digits,1,1,5,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0022,2024-01-22,digits,9,0,8,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0023,2024-01-23,digits,8,6,4,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0024,2024-01-24,digits,3,5,4,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0025,2024-01-25,digits,8,0,4,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0026,2024-01-26,digits,8,5,7,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0027,2024-01-27,digits,2,0,1,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0028,2024-01-28,digits,5,0,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0029,2024-01-29,digits,6,5,7,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0030,2024-01-30,digits,5,2,4,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0031,2024-01-31,digits,0,7,4,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0032,2024-02-01,digits,5,0,5,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0033,2024-02-02,digits,8,6,0,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0034,2024-02-03,digits,7,2,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0035,2024-02-04,digits,4,3,7,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0036,2024-02-05,digits,5,2,8,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0037,2024-02-06,digits,2,8,7,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0038,2024-02-07,digits,9,5,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0039,2024-02-08,digits,2,9,7,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0040,2024-02-09,digits,5,7,0,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0041,2024-02-10,digits,9,2,2,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0042,2024-02-11,digits,4,5,5,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0043,2024-02-12,digits,9,7,9,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0044,2024-02-13,digits,9,9,6,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0045,2024-02-14,digits,7,0,2,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0046,2024-02-15,digits,4,2,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0047,2024-02-16,digits,5,5,0,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0048,2024-02-17,digits,5,8,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0049,2024-02-18,digits,4,0,5,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0050,2024-02-19,digits,7,0,5,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0051,2024-02-20,digits,5,9,5,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0052,2024-02-21,digits,9,1,8,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0053,2024-02-22,digits,2,2,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0054,2024-02-23,digits,2,0,2,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0055,2024-02-24,digits,7,5,3,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0056,2024-02-25,digits,9,6,4,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0057,2024-02-26,digits,5,1,0,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0058,2024-02-27,digits,5,3,5,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0059,2024-02-28,digits,2,2,2,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK3,F0060,2024-02-29,digits,3,8,0,,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0001,2024-01-01,digits,4,0,9,9,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0002,2024-01-02,digits,5,2,4,6,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0003,2024-01-03,digits,8,8,1,9,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0004,2024-01-04,digits,3,1,7,4,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0005,2024-01-05,digits,7,7,6,3,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0006,2024-01-06,digits,3,9,1,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0007,2024-01-07,digits,5,6,9,4,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0008,2024-01-08,digits,9,4,7,9,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0009,2024-01-09,digits,1,7,5,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0010,2024-01-10,digits,8,7,6,8,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0011,2024-01-11,digits,0,5,4,0,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0012,2024-01-12,digits,4,8,8,7,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0013,2024-01-13,digits,1,0,3,8,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0014,2024-01-14,digits,5,6,6,4,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0015,2024-01-15,digits,4,8,5,2,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0016,2024-01-16,digits,8,9,5,4,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0017,2024-01-17,digits,1,5,8,3,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0018,2024-01-18,digits,3,5,8,7,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0019,2024-01-19,digits,3,0,3,4,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0020,2024-01-20,digits,2,7,9,8,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0021,2024-01-21,digits,3,1,0,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0022,2024-01-22,digits,1,3,6,3,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0023,2024-01-23,digits,7,8,3,3,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0024,2024-01-24,digits,2,2,7,2,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0025,2024-01-25,digits,9,1,3,6,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0026,2024-01-26,digits,3,4,0,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0027,2024-01-27,digits,9,4,4,0,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0028,2024-01-28,digits,7,0,8,4,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0029,2024-01-29,digits,9,4,8,6,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0030,2024-01-30,digits,1,2,1,9,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0031,2024-01-31,digits,4,9,6,9,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0032,2024-02-01,digits,4,2,8,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0033,2024-02-02,digits,9,5,1,5,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0034,2024-02-03,digits,8,9,8,6,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0035,2024-02-04,digits,0,2,7,5,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0036,2024-02-05,digits,2,4,1,5,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0037,2024-02-06,digits,9,6,1,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0038,2024-02-07,digits,4,3,0,6,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0039,2024-02-08,digits,2,0,6,0,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0040,2024-02-09,digits,9,0,6,9,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0041,2024-02-10,digits,9,8,9,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0042,2024-02-11,digits,2,6,5,4,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0043,2024-02-12,digits,2,1,6,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0044,2024-02-13,digits,3,4,1,8,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0045,2024-02-14,digits,2,6,7,0,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0046,2024-02-15,digits,1,5,9,8,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0047,2024-02-16,digits,5,7,1,4,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0048,2024-02-17,digits,8,2,3,3,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0049,2024-02-18,digits,6,1,3,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0050,2024-02-19,digits,2,6,5,8,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0051,2024-02-20,digits,3,3,2,9,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0052,2024-02-21,digits,7,0,9,0,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0053,2024-02-22,digits,9,2,9,6,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0054,2024-02-23,digits,2,1,6,9,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0055,2024-02-24,digits,0,0,9,8,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0056,2024-02-25,digits,0,4,9,4,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0057,2024-02-26,digits,5,1,8,3,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0058,2024-02-27,digits,0,7,9,8,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0059,2024-02-28,digits,9,0,5,1,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_PICK4,F0060,2024-02-29,digits,4,9,3,6,,,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0001,2024-01-01,first,7,12,18,22,26,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0002,2024-01-02,first,2,13,14,16,26,32,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0003,2024-01-03,first,3,10,17,27,31,34,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0004,2024-01-04,first,6,11,19,31,33,35,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0005,2024-01-05,first,2,4,10,18,21,26,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0006,2024-01-06,first,7,21,24,25,27,32,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0007,2024-01-07,first,8,10,11,29,34,37,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0008,2024-01-08,first,6,11,16,20,26,32,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0009,2024-01-09,first,17,25,26,27,28,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0010,2024-01-10,first,21,23,26,28,31,33,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0011,2024-01-11,first,10,13,17,33,34,35,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0012,2024-01-12,first,1,2,8,18,19,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0013,2024-01-13,first,2,4,7,18,25,26,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0014,2024-01-14,first,1,2,19,31,36,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0015,2024-01-15,first,2,3,6,11,14,15,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0016,2024-01-16,first,11,12,16,20,24,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0017,2024-01-17,first,3,10,14,15,16,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0018,2024-01-18,first,4,5,11,14,21,28,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0019,2024-01-19,first,4,12,13,17,32,35,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0020,2024-01-20,first,14,16,19,21,24,33,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0021,2024-01-21,first,7,10,14,19,34,35,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0022,2024-01-22,first,7,8,14,27,28,35,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0023,2024-01-23,first,11,19,21,23,24,36,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0024,2024-01-24,first,8,13,14,18,20,35,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0025,2024-01-25,first,2,4,6,10,21,28,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0026,2024-01-26,first,2,18,23,25,29,33,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0027,2024-01-27,first,14,16,17,19,24,37,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0028,2024-01-28,first,1,13,23,29,31,32,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0029,2024-01-29,first,3,5,18,23,30,34,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0030,2024-01-30,first,2,4,7,8,20,21,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0031,2024-01-31,first,6,7,13,18,22,36,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0032,2024-02-01,first,8,18,20,30,36,37,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0033,2024-02-02,first,1,3,9,17,33,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0034,2024-02-03,first,7,12,24,27,32,34,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0035,2024-02-04,first,1,3,19,20,34,37,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0036,2024-02-05,first,11,14,16,27,29,33,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0037,2024-02-06,first,1,6,10,11,17,18,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0038,2024-02-07,first,15,17,19,25,37,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0039,2024-02-08,first,4,6,7,24,28,37,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0040,2024-02-09,first,2,7,14,20,30,35,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0041,2024-02-10,first,4,14,15,20,22,36,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0042,2024-02-11,first,1,8,19,25,31,36,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0043,2024-02-12,first,6,12,18,20,21,29,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0044,2024-02-13,first,17,23,25,26,27,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0045,2024-02-14,first,1,7,12,16,29,33,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0046,2024-02-15,first,6,8,26,31,32,37,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0047,2024-02-16,first,6,13,18,27,35,38,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0048,2024-02-17,first,19,26,27,30,33,34,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0049,2024-02-18,first,3,20,22,27,33,37,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0050,2024-02-19,first,4,5,24,26,31,37,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0051,2024-02-20,first,1,7,11,16,30,32,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0052,2024-02-21,first,2,7,11,24,25,31,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0053,2024-02-22,first,1,5,11,14,19,34,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0054,2024-02-23,first,1,14,27,28,31,34,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0055,2024-02-24,first,15,16,24,26,27,29,,,,,,,,,,,,,,,,Numeris固定測試fixture
TW,TW_SUPER_LOTTO638,F0056,2024-02-25,first,3,4,13,15,16,30,,,,,,,,,,,,,,,,Numeris固定測試fixture
